"","index","rune","color","word_length","word","gemetria_sequence","img","dots","end_of_page","punct","total_word_count","word_rune_position","total_line_count","end_of_line","rune_by_page","word_gemetria_value","sections","word_by_page","total_rune_position","unused","line_by_page","rune_as_prime","index_of_next_instance","gap_to_next_instance","space_to_next_instance","rune_count_by_sect","word_by_sect"
"6348",6348,"s","black","9","o,i,d,s,l,th,e,b,eo",15,"no",NA,26,NA,1419,4,291,NA,86,427,5,19,6348,0,4,53,6408,59,58,842,185
"6349",6349,"l","black","9","o,i,d,s,l,th,e,b,eo",20,"no",NA,26,NA,1419,5,291,1,87,427,5,19,6349,0,4,73,6421,71,70,843,185
"6350",6350,"th","black","9","o,i,d,s,l,th,e,b,eo",2,"no",NA,26,NA,1419,6,292,NA,88,427,5,19,6350,0,5,5,6361,10,9,844,185
"6351",6351,"e","black","9","o,i,d,s,l,th,e,b,eo",18,"no",NA,26,NA,1419,7,292,NA,89,427,5,19,6351,0,5,67,6366,14,13,845,185
"6352",6352,"b","black","9","o,i,d,s,l,th,e,b,eo",17,"no",NA,26,NA,1419,8,292,NA,90,427,5,19,6352,0,5,61,6370,17,16,846,185
"6353",6353,"eo","black","9","o,i,d,s,l,th,e,b,eo",12,"no",NA,26,NA,1419,9,292,NA,91,427,5,19,6353,0,5,41,6418,64,63,847,185
"6354",6354,"oe","black","6","oe,g,y,g,n,g",22,"no",NA,26,NA,1420,1,292,NA,92,266,5,20,6354,0,5,83,6386,31,30,848,186
"6355",6355,"g","black","6","oe,g,y,g,n,g",6,"no",NA,26,NA,1420,2,292,NA,93,266,5,20,6355,0,5,17,6358,2,1,849,186
"6356",6356,"y","black","6","oe,g,y,g,n,g",26,"no",NA,26,NA,1420,3,292,NA,94,266,5,20,6356,0,5,103,6406,49,48,850,186
"6357",6357,"g","black","6","oe,g,y,g,n,g",6,"no",NA,26,NA,1420,4,292,NA,95,266,5,20,6357,0,5,17,6360,2,1,851,186
"6358",6358,"n","black","6","oe,g,y,g,n,g",9,"no",NA,26,NA,1420,5,292,NA,96,266,5,20,6358,0,5,29,6377,18,17,852,186
"6359",6359,"g","black","6","oe,g,y,g,n,g",6,"no",NA,26,NA,1420,6,292,NA,97,266,5,20,6359,0,5,17,6388,28,27,853,186
"6360",6360,"th","black","4","th,f,c,m",2,"no",NA,26,NA,1421,1,292,NA,98,91,5,21,6360,0,5,5,6387,26,25,854,187
"6361",6361,"f","black","4","th,f,c,m",0,"no",NA,26,NA,1421,2,292,NA,99,91,5,21,6361,0,5,2,6369,7,6,855,187
"6362",6362,"c","black","4","th,f,c,m",5,"no",NA,26,NA,1421,3,292,NA,100,91,5,21,6362,0,5,13,6373,10,9,856,187
"6363",6363,"m","black","4","th,f,c,m",19,"no",NA,26,NA,1421,4,292,NA,101,91,5,21,6363,0,5,71,6383,19,18,857,187
"6364",6364,"o","black","3","o,e,e",3,"no",NA,26,NA,1422,1,292,NA,102,141,5,22,6364,0,5,7,6368,3,2,858,188
"6365",6365,"e","black","3","o,e,e",18,"no",NA,26,NA,1422,2,292,NA,103,141,5,22,6365,0,5,67,6367,1,0,859,188
"6366",6366,"e","black","3","o,e,e",18,"no",NA,26,NA,1422,3,292,NA,104,141,5,22,6366,0,5,67,6396,29,28,860,188
"6367",6367,"o","black","5","o,f,b,h,ing",3,"no",NA,26,NA,1423,1,292,NA,105,172,5,23,6367,0,5,7,6378,10,9,861,189
"6368",6368,"f","black","5","o,f,b,h,ing",0,"no",NA,26,NA,1423,2,292,NA,106,172,5,23,6368,0,5,2,6428,59,58,862,189
"6369",6369,"b","black","5","o,f,b,h,ing",17,"no",NA,26,NA,1423,3,292,NA,107,172,5,23,6369,0,5,61,6390,20,19,863,189
"6370",6370,"h","black","5","o,f,b,h,ing",8,"no",NA,26,NA,1423,4,292,NA,108,172,5,23,6370,0,5,23,6381,10,9,864,189
"6371",6371,"ing","black","5","o,f,b,h,ing",21,"no",NA,26,NA,1423,5,292,NA,109,172,5,23,6371,0,5,79,6401,29,28,865,189
"6372",6372,"c","black","7","c,i,j,a,n,o,a",5,"no",NA,26,NA,1424,1,292,NA,110,311,5,24,6372,0,5,13,6422,49,48,866,190
"6373",6373,"i","black","7","c,i,j,a,n,o,a",10,"no",NA,26,NA,1424,2,292,1,111,311,5,24,6373,0,5,31,6414,40,39,867,190
"6374",6374,"j","black","7","c,i,j,a,n,o,a",11,"no",NA,26,NA,1424,3,293,NA,112,311,5,24,6374,0,6,37,6389,14,13,868,190
"6375",6375,"a","black","7","c,i,j,a,n,o,a",24,"no",NA,26,NA,1424,4,293,NA,113,311,5,24,6375,0,6,97,6379,3,2,869,190
"6376",6376,"n","black","7","c,i,j,a,n,o,a",9,"no",NA,26,NA,1424,5,293,NA,114,311,5,24,6376,0,6,29,6404,27,26,870,190
"6377",6377,"o","black","7","c,i,j,a,n,o,a",3,"no",NA,26,NA,1424,6,293,NA,115,311,5,24,6377,0,6,7,6415,37,36,871,190
"6378",6378,"a","black","7","c,i,j,a,n,o,a",24,"no",NA,26,NA,1424,7,293,NA,116,311,5,24,6378,0,6,97,6393,14,13,872,190
"6379",6379,"p","black","4","p,h,r,m",13,"no",NA,26,NA,1425,1,293,NA,117,148,5,25,6379,0,6,43,6443,63,62,873,191
"6380",6380,"h","black","4","p,h,r,m",8,"no",NA,26,NA,1425,2,293,NA,118,148,5,25,6380,0,6,23,6466,85,84,874,191
"6381",6381,"r","black","4","p,h,r,m",4,"no",NA,26,NA,1425,3,293,NA,119,148,5,25,6381,0,6,11,6384,2,1,875,191
"6382",6382,"m","black","4","p,h,r,m",19,"no",NA,26,NA,1425,4,293,NA,120,148,5,25,6382,0,6,71,6385,2,1,876,191
"6383",6383,"r","black","3","r,m,oe",4,"no",NA,26,NA,1426,1,293,NA,121,165,5,26,6383,0,6,11,6391,7,6,877,192
"6384",6384,"m","black","3","r,m,oe",19,"no",NA,26,NA,1426,2,293,NA,122,165,5,26,6384,0,6,71,6432,47,46,878,192
"6385",6385,"oe","black","3","r,m,oe",22,"no",NA,26,NA,1426,3,293,NA,123,165,5,26,6385,0,6,83,6464,78,77,879,192
"6386",6386,"th","black","3","th,g,j",2,"no",NA,26,NA,1427,1,293,NA,124,59,5,27,6386,0,6,5,6392,5,4,880,193
"6387",6387,"g","black","3","th,g,j",6,"no",NA,26,NA,1427,2,293,NA,125,59,5,27,6387,0,6,17,6448,60,59,881,193
"6388",6388,"j","black","3","th,g,j",11,"no",NA,26,NA,1427,3,293,NA,126,59,5,27,6388,0,6,37,6402,13,12,882,193
"6389",6389,"b","black","5","b,r,th,a,ea",17,"no",NA,26,NA,1428,1,293,NA,127,283,5,28,6389,0,6,61,6403,13,12,883,194
"6390",6390,"r","black","5","b,r,th,a,ea",4,"no",NA,26,NA,1428,2,293,NA,128,283,5,28,6390,0,6,11,6400,9,8,884,194
"6391",6391,"th","black","5","b,r,th,a,ea",2,"no",NA,26,NA,1428,3,293,NA,129,283,5,28,6391,0,6,5,6399,7,6,885,194
"6392",6392,"a","black","5","b,r,th,a,ea",24,"no",NA,26,NA,1428,4,293,NA,130,283,5,28,6392,0,6,97,6429,36,35,886,194
"6393",6393,"ea","black","5","b,r,th,a,ea",28,"no",NA,26,NA,1428,5,293,NA,131,283,5,28,6393,0,6,109,6431,37,36,887,194
"6394",6394,"x","black","5","x,e,ia,d,th",14,"no",NA,26,NA,1429,1,293,NA,132,315,5,29,6394,0,6,47,6435,40,39,888,195
"6395",6395,"e","black","5","x,e,ia,d,th",18,"no",NA,26,NA,1429,2,293,NA,133,315,5,29,6395,0,6,67,6413,17,16,889,195
"6396",6396,"ia","black","5","x,e,ia,d,th",27,"no",NA,26,NA,1429,3,293,1,134,315,5,29,6396,0,6,107,6416,19,18,890,195
"6397",6397,"d","black","5","x,e,ia,d,th",23,"no",NA,26,NA,1429,4,294,NA,135,315,5,29,6397,0,7,89,6434,36,35,891,195
"6398",6398,"th","black","5","x,e,ia,d,th",2,"no",NA,26,NA,1429,5,294,NA,136,315,5,29,6398,0,7,5,6420,21,20,892,195
"6399",6399,"r","black","4","r,ing,j,b",4,"no",NA,26,NA,1430,1,294,NA,137,188,5,30,6399,0,7,11,6430,30,29,893,196
"6400",6400,"ing","black","4","r,ing,j,b",21,"no",NA,26,NA,1430,2,294,NA,138,188,5,30,6400,0,7,79,6455,54,53,894,196
"6401",6401,"j","black","4","r,ing,j,b",11,"no",NA,26,NA,1430,3,294,NA,139,188,5,30,6401,0,7,37,6417,15,14,895,196
"6402",6402,"b","black","4","r,ing,j,b",17,"no",NA,26,NA,1430,4,294,NA,140,188,5,30,6402,0,7,61,6409,6,5,896,196
"6403",6403,"n","black","3","n,t,y",9,"no",NA,26,NA,1431,1,294,NA,141,191,5,31,6403,0,7,29,6410,6,5,897,197
"6404",6404,"t","black","3","n,t,y",16,"no",NA,26,NA,1431,2,294,NA,142,191,5,31,6404,0,7,59,6407,2,1,898,197
"6405",6405,"y","black","3","n,t,y",26,"no",NA,26,NA,1431,3,294,NA,143,191,5,31,6405,0,7,103,6440,34,33,899,197
"6406",6406,"t","black","5","t,s,b,n,ae",16,"no",NA,26,NA,1432,1,294,NA,144,303,5,32,6406,0,7,59,6439,32,31,900,198
"6407",6407,"s","black","5","t,s,b,n,ae",15,"no",NA,26,NA,1432,2,294,NA,145,303,5,32,6407,0,7,53,6462,54,53,901,198
"6408",6408,"b","black","5","t,s,b,n,ae",17,"no",NA,26,NA,1432,3,294,NA,146,303,5,32,6408,0,7,61,6426,17,16,902,198
"6409",6409,"n","black","5","t,s,b,n,ae",9,"no",NA,26,NA,1432,4,294,NA,147,303,5,32,6409,0,7,29,6471,61,60,903,198
"6410",6410,"ae","black","5","t,s,b,n,ae",25,"no",NA,26,NA,1432,5,294,NA,148,303,5,32,6410,0,7,101,6479,68,67,904,198
"6411",6411,"u","black","5","u,e,i,o,ia",1,"no",NA,26,NA,1433,1,294,NA,149,215,5,33,6411,0,7,3,6419,7,6,905,199
"6412",6412,"e","black","5","u,e,i,o,ia",18,"no",NA,26,NA,1433,2,294,NA,150,215,5,33,6412,0,7,67,6423,10,9,906,199
"6413",6413,"i","black","5","u,e,i,o,ia",10,"no",NA,26,NA,1433,3,294,NA,151,215,5,33,6413,0,7,31,6425,11,10,907,199
"6414",6414,"o","black","5","u,e,i,o,ia",3,"no",NA,26,NA,1433,4,294,NA,152,215,5,33,6414,0,7,7,6511,96,95,908,199
"6415",6415,"ia","black","5","u,e,i,o,ia",27,"no",NA,26,NA,1433,5,294,NA,153,215,5,33,6415,0,7,107,6450,34,33,909,199
"6416",6416,"j","black","7","j,eo,u,th,l,c,e",11,"no",NA,26,NA,1434,1,294,NA,154,239,5,34,6416,0,7,37,6442,25,24,910,200
"6417",6417,"eo","black","7","j,eo,u,th,l,c,e",12,"no",NA,26,NA,1434,2,294,NA,155,239,5,34,6417,0,7,41,6475,57,56,911,200
"6418",6418,"u","black","7","j,eo,u,th,l,c,e",1,"no",NA,26,NA,1434,3,294,NA,156,239,5,34,6418,0,7,3,6427,8,7,912,200
"6419",6419,"th","black","7","j,eo,u,th,l,c,e",2,"no",NA,26,NA,1434,4,294,NA,157,239,5,34,6419,0,7,5,6476,56,55,913,200
"6420",6420,"l","black","7","j,eo,u,th,l,c,e",20,"no",NA,26,NA,1434,5,294,1,158,239,5,34,6420,0,7,73,6424,3,2,914,200
"6421",6421,"c","black","7","j,eo,u,th,l,c,e",5,"no",NA,26,NA,1434,6,295,NA,159,239,5,34,6421,0,8,13,6465,43,42,915,200
"6422",6422,"e","black","7","j,eo,u,th,l,c,e",18,"no",NA,26,NA,1434,7,295,NA,160,239,5,34,6422,0,8,67,6459,36,35,916,200
"6423",6423,"l","black","2","l,i",20,"no",NA,26,NA,1435,1,295,NA,161,104,5,35,6423,0,8,73,6486,62,61,917,201
"6424",6424,"i","black","2","l,i",10,"no",NA,26,NA,1435,2,295,NA,162,104,5,35,6424,0,8,31,6467,42,41,918,201
"6425",6425,"b","black","6","b,u,f,a,r,ea",17,"no",NA,26,NA,1436,1,295,NA,163,283,5,36,6425,0,8,61,6433,7,6,919,202
"6426",6426,"u","black","6","b,u,f,a,r,ea",1,"no",NA,26,NA,1436,2,295,NA,164,283,5,36,6426,0,8,3,6437,10,9,920,202
"6427",6427,"f","black","6","b,u,f,a,r,ea",0,"no",NA,26,NA,1436,3,295,NA,165,283,5,36,6427,0,8,2,6469,41,40,921,202
"6428",6428,"a","black","6","b,u,f,a,r,ea",24,"no",NA,26,NA,1436,4,295,NA,166,283,5,36,6428,0,8,97,6441,12,11,922,202
"6429",6429,"r","black","6","b,u,f,a,r,ea",4,"no",NA,26,NA,1436,5,295,NA,167,283,5,36,6429,0,8,11,6493,63,62,923,202
"6430",6430,"ea","black","6","b,u,f,a,r,ea",28,"no",NA,26,NA,1436,6,295,NA,168,283,5,36,6430,0,8,109,6438,7,6,924,202
"6431",6431,"m","black","2","m,b",19,"no",NA,26,NA,1437,1,295,NA,169,132,5,37,6431,0,8,71,6436,4,3,925,203
"6432",6432,"b","black","2","m,b",17,"no",NA,26,NA,1437,2,295,NA,170,132,5,37,6432,0,8,61,6503,70,69,926,203
"6433",6433,"d","black","3","d,x,m",23,"no",NA,26,NA,1438,1,295,NA,171,207,5,38,6433,0,8,89,6484,50,49,927,204
"6434",6434,"x","black","3","d,x,m",14,"no",NA,26,NA,1438,2,295,NA,172,207,5,38,6434,0,8,47,6480,45,44,928,204
"6435",6435,"m","black","3","d,x,m",19,"no",NA,26,NA,1438,3,295,NA,173,207,5,38,6435,0,8,71,6449,13,12,929,204
"6436",6436,"u","black","4","u,ea,t,y",1,"no",NA,26,NA,1439,1,295,NA,174,274,5,39,6436,0,8,3,6444,7,6,930,205
"6437",6437,"ea","black","4","u,ea,t,y",28,"no",NA,26,NA,1439,2,295,NA,175,274,5,39,6437,0,8,109,6446,8,7,931,205
"6438",6438,"t","black","4","u,ea,t,y",16,"no",NA,26,NA,1439,3,295,NA,176,274,5,39,6438,0,8,59,6460,21,20,932,205
"6439",6439,"y","black","4","u,ea,t,y",26,"no",NA,26,NA,1439,4,295,NA,177,274,5,39,6439,0,8,103,6447,7,6,933,205
"6440",6440,"a","black","8","a,j,p,u,p,ea,y,g",24,"no",NA,26,NA,1440,1,295,NA,178,452,5,40,6440,0,8,97,6453,12,11,934,206
"6441",6441,"j","black","8","a,j,p,u,p,ea,y,g",11,"no",NA,26,NA,1440,2,295,1,179,452,5,40,6441,0,8,37,6523,81,80,935,206
"6442",6442,"p","black","8","a,j,p,u,p,ea,y,g",13,"no",NA,26,NA,1440,3,296,NA,180,452,5,40,6442,0,9,43,6445,2,1,936,206
"6443",6443,"u","black","8","a,j,p,u,p,ea,y,g",1,"no",NA,26,NA,1440,4,296,NA,181,452,5,40,6443,0,9,3,6452,8,7,937,206
"6444",6444,"p","black","8","a,j,p,u,p,ea,y,g",13,"no",NA,26,NA,1440,5,296,NA,182,452,5,40,6444,0,9,43,6472,27,26,938,206
"6445",6445,"ea","black","8","a,j,p,u,p,ea,y,g",28,"no",NA,26,NA,1440,6,296,NA,183,452,5,40,6445,0,9,109,6496,50,49,939,206
"6446",6446,"y","black","8","a,j,p,u,p,ea,y,g",26,"no",NA,26,NA,1440,7,296,NA,184,452,5,40,6446,0,9,103,6456,9,8,940,206
"6447",6447,"g","black","8","a,j,p,u,p,ea,y,g",6,"no",NA,26,NA,1440,8,296,NA,185,452,5,40,6447,0,9,17,6524,76,75,941,206
"6448",6448,"m","black","7","m,ia,m,u,a,m,ing",19,"no",NA,26,NA,1441,1,296,NA,186,499,5,41,6448,0,9,71,6451,2,1,942,207
"6449",6449,"ia","black","7","m,ia,m,u,a,m,ing",27,"no",NA,26,NA,1441,2,296,NA,187,499,5,41,6449,0,9,107,6457,7,6,943,207
"6450",6450,"m","black","7","m,ia,m,u,a,m,ing",19,"no",NA,26,NA,1441,3,296,NA,188,499,5,41,6450,0,9,71,6454,3,2,944,207
"6451",6451,"u","black","7","m,ia,m,u,a,m,ing",1,"no",NA,26,NA,1441,4,296,NA,189,499,5,41,6451,0,9,3,6516,64,63,945,207
"6452",6452,"a","black","7","m,ia,m,u,a,m,ing",24,"no",NA,26,NA,1441,5,296,NA,190,499,5,41,6452,0,9,97,6458,5,4,946,207
"6453",6453,"m","black","7","m,ia,m,u,a,m,ing",19,"no",NA,26,NA,1441,6,296,NA,191,499,5,41,6453,0,9,71,6529,75,74,947,207
"6454",6454,"ing","black","7","m,ia,m,u,a,m,ing",21,"no",NA,26,NA,1441,7,296,NA,192,499,5,41,6454,0,9,79,6474,19,18,948,207
"6455",6455,"y","black","2","y,ia",26,"no",NA,26,NA,1442,1,296,NA,193,210,5,42,6455,0,9,103,6477,21,20,949,208
"6456",6456,"ia","black","2","y,ia",27,"no",4,26,NA,1442,2,296,NA,194,210,5,42,6456,0,9,107,6485,28,27,950,208
"6457",6457,"a","black","3","a,e,t",24,"no",NA,26,NA,1443,1,296,NA,195,223,5,43,6457,0,9,97,6463,5,4,951,209
"6458",6458,"e","black","3","a,e,t",18,"no",NA,26,NA,1443,2,296,NA,196,223,5,43,6458,0,9,67,6461,2,1,952,209
"6459",6459,"t","black","3","a,e,t",16,"no",NA,26,NA,1443,3,296,NA,197,223,5,43,6459,0,9,59,6478,18,17,953,209
"6460",6460,"e","black","4","e,s,a,oe",18,"no",NA,26,NA,1444,1,296,1,198,300,5,44,6460,0,9,67,6481,20,19,954,210
"6461",6461,"s","black","4","e,s,a,oe",15,"no",NA,26,NA,1444,2,297,NA,199,300,5,44,6461,0,10,53,6468,6,5,955,210
"6462",6462,"a","black","4","e,s,a,oe",24,"no",NA,26,NA,1444,3,297,NA,200,300,5,44,6462,0,10,97,6490,27,26,956,210
"6463",6463,"oe","black","4","e,s,a,oe",22,"no",NA,26,NA,1444,4,297,NA,201,300,5,44,6463,0,10,83,6473,9,8,957,210
"6464",6464,"c","black","7","c,h,i,s,f,i,n",5,"no",NA,26,NA,1445,1,297,NA,202,182,5,45,6464,0,10,13,6499,34,33,958,211
"6465",6465,"h","black","7","c,h,i,s,f,i,n",8,"no",NA,26,NA,1445,2,297,NA,203,182,5,45,6465,0,10,23,6501,35,34,959,211
"6466",6466,"i","black","7","c,h,i,s,f,i,n",10,"no",NA,26,NA,1445,3,297,NA,204,182,5,45,6466,0,10,31,6470,3,2,960,211
"6467",6467,"s","black","7","c,h,i,s,f,i,n",15,"no",NA,26,NA,1445,4,297,NA,205,182,5,45,6467,0,10,53,6505,37,36,961,211
"6468",6468,"f","black","7","c,h,i,s,f,i,n",0,"no",NA,26,NA,1445,5,297,NA,206,182,5,45,6468,0,10,2,6492,23,22,962,211
"6469",6469,"i","black","7","c,h,i,s,f,i,n",10,"no",NA,26,NA,1445,6,297,NA,207,182,5,45,6469,0,10,31,6506,36,35,963,211
"6470",6470,"n","black","7","c,h,i,s,f,i,n",9,"no",NA,26,NA,1445,7,297,NA,208,182,5,45,6470,0,10,29,6494,23,22,964,211
"6471",6471,"p","black","3","p,oe,ing",13,"no",NA,26,NA,1446,1,297,NA,209,205,5,46,6471,0,10,43,6488,16,15,965,212
"6472",6472,"oe","black","3","p,oe,ing",22,"no",NA,26,NA,1446,2,297,NA,210,205,5,46,6472,0,10,83,6482,9,8,966,212
"6473",6473,"ing","black","3","p,oe,ing",21,"no",NA,26,NA,1446,3,297,NA,211,205,5,46,6473,0,10,79,6515,41,40,967,212
"6474",6474,"eo","black","6","eo,th,y,t,ae,x",12,"no",NA,26,NA,1447,1,297,NA,212,356,5,47,6474,0,10,41,6504,29,28,968,213
"6475",6475,"th","black","6","eo,th,y,t,ae,x",2,"no",NA,26,NA,1447,2,297,NA,213,356,5,47,6475,0,10,5,6568,92,91,969,213
"6476",6476,"y","black","6","eo,th,y,t,ae,x",26,"no",NA,26,NA,1447,3,297,NA,214,356,5,47,6476,0,10,103,6508,31,30,970,213
"6477",6477,"t","black","6","eo,th,y,t,ae,x",16,"no",NA,26,NA,1447,4,297,NA,215,356,5,47,6477,0,10,59,6483,5,4,971,213
"6478",6478,"ae","black","6","eo,th,y,t,ae,x",25,"no",NA,26,NA,1447,5,297,NA,216,356,5,47,6478,0,10,101,6536,57,56,972,213
"6479",6479,"x","black","6","eo,th,y,t,ae,x",14,"no",NA,26,NA,1447,6,297,NA,217,356,5,47,6479,0,10,47,6512,32,31,973,213
"6480",6480,"e","black","3","e,oe,t",18,"no",NA,26,NA,1448,1,297,NA,218,209,5,48,6480,0,10,67,6487,6,5,974,214
"6481",6481,"oe","black","3","e,oe,t",22,"no",NA,26,NA,1448,2,297,NA,219,209,5,48,6481,0,10,83,6519,37,36,975,214
"6482",6482,"t","black","3","e,oe,t",16,"no",NA,26,NA,1448,3,297,NA,220,209,5,48,6482,0,10,59,6489,6,5,976,214
"6483",6483,"d","black","7","d,ia,l,e,p,t,a",23,"no",NA,26,NA,1449,1,297,NA,221,535,5,49,6483,0,10,89,6557,73,72,977,215
"6484",6484,"ia","black","7","d,ia,l,e,p,t,a",27,"no",NA,26,NA,1449,2,297,1,222,535,5,49,6484,0,10,107,6552,67,66,978,215
"6485",6485,"l","black","7","d,ia,l,e,p,t,a",20,"no",NA,26,NA,1449,3,298,NA,223,535,5,49,6485,0,11,73,6521,35,34,979,215
"6486",6486,"e","black","7","d,ia,l,e,p,t,a",18,"no",NA,26,NA,1449,4,298,NA,224,535,5,49,6486,0,11,67,6539,52,51,980,215
"6487",6487,"p","black","7","d,ia,l,e,p,t,a",13,"no",NA,26,NA,1449,5,298,NA,225,535,5,49,6487,0,11,43,6530,42,41,981,215
"6488",6488,"t","black","7","d,ia,l,e,p,t,a",16,"no",NA,26,NA,1449,6,298,NA,226,535,5,49,6488,0,11,59,6491,2,1,982,215
"6489",6489,"a","black","7","d,ia,l,e,p,t,a",24,"no",NA,26,NA,1449,7,298,NA,227,535,5,49,6489,0,11,97,6495,5,4,983,215
"6490",6490,"t","black","4","t,f,r,n",16,"no",NA,26,NA,1450,1,298,NA,228,101,5,50,6490,0,11,59,6520,29,28,984,216
"6491",6491,"f","black","4","t,f,r,n",0,"no",NA,26,NA,1450,2,298,NA,229,101,5,50,6491,0,11,2,6522,30,29,985,216
"6492",6492,"r","black","4","t,f,r,n",4,"no",NA,26,NA,1450,3,298,NA,230,101,5,50,6492,0,11,11,6497,4,3,986,216
"6493",6493,"n","black","4","t,f,r,n",9,"no",NA,26,NA,1450,4,298,NA,231,101,5,50,6493,0,11,29,6500,6,5,987,216
"6494",6494,"a","black","3","a,ea,r",24,"no",NA,26,NA,1451,1,298,NA,232,217,5,51,6494,0,11,97,6535,40,39,988,217
"6495",6495,"ea","black","3","a,ea,r",28,"no",NA,26,NA,1451,2,298,NA,233,217,5,51,6495,0,11,109,6498,2,1,989,217
"6496",6496,"r","black","3","a,ea,r",4,"no",NA,26,NA,1451,3,298,NA,234,217,5,51,6496,0,11,11,6569,72,71,990,217
"6497",6497,"ea","black","2","ea,c",28,"no",NA,26,NA,1452,1,298,NA,235,122,5,52,6497,0,11,109,6577,79,78,991,218
"6498",6498,"c","black","2","ea,c",5,"no",NA,26,NA,1452,2,298,NA,236,122,5,52,6498,0,11,13,6546,47,46,992,218
"6499",6499,"n","black","6","n,h,w,b,eo,s",9,"no",NA,26,NA,1453,1,298,NA,237,226,5,53,6499,0,11,29,6548,48,47,993,219
"6500",6500,"h","black","6","n,h,w,b,eo,s",8,"no",NA,26,NA,1453,2,298,NA,238,226,5,53,6500,0,11,23,6507,6,5,994,219
"6501",6501,"w","black","6","n,h,w,b,eo,s",7,"no",NA,26,NA,1453,3,298,NA,239,226,5,53,6501,0,11,19,6510,8,7,995,219
"6502",6502,"b","black","6","n,h,w,b,eo,s",17,"no",NA,26,NA,1453,4,298,NA,240,226,5,53,6502,0,11,61,6555,52,51,996,219
"6503",6503,"eo","black","6","n,h,w,b,eo,s",12,"no",NA,26,NA,1453,5,298,NA,241,226,5,53,6503,0,11,41,6540,36,35,997,219
"6504",6504,"s","black","6","n,h,w,b,eo,s",15,"no",NA,26,NA,1453,6,298,NA,242,226,5,53,6504,0,11,53,6509,4,3,998,219
"6505",6505,"i","black","8","i,h,y,s,w,o,x,w",10,"no",NA,26,NA,1454,1,298,NA,243,302,5,54,6505,0,11,31,6541,35,34,999,220
"6506",6506,"h","black","8","i,h,y,s,w,o,x,w",8,"no",NA,26,NA,1454,2,298,NA,244,302,5,54,6506,0,11,23,6517,10,9,1000,220
"6507",6507,"y","black","8","i,h,y,s,w,o,x,w",26,"no",NA,26,NA,1454,3,298,1,245,302,5,54,6507,0,11,103,6531,23,22,1001,220
"6508",6508,"s","black","8","i,h,y,s,w,o,x,w",15,"no",NA,26,NA,1454,4,299,NA,246,302,5,54,6508,0,12,53,6533,24,23,1002,220
"6509",6509,"w","black","8","i,h,y,s,w,o,x,w",7,"no",NA,26,NA,1454,5,299,NA,247,302,5,54,6509,0,12,19,6513,3,2,1003,220
"6510",6510,"o","black","8","i,h,y,s,w,o,x,w",3,"no",NA,26,NA,1454,6,299,NA,248,302,5,54,6510,0,12,7,6514,3,2,1004,220
"6511",6511,"x","black","8","i,h,y,s,w,o,x,w",14,"no",NA,26,NA,1454,7,299,NA,249,302,5,54,6511,0,12,47,6626,114,113,1005,220
"6512",6512,"w","black","8","i,h,y,s,w,o,x,w",7,"no",NA,26,NA,1454,8,299,NA,250,302,5,54,6512,0,12,19,6644,131,130,1006,220
"6513",6513,"o","black","3","o,ing,u",3,"no",NA,26,NA,1455,1,299,NA,251,89,5,55,6513,0,12,7,6534,20,19,1007,221
"6514",6514,"ing","black","3","o,ing,u",21,"no",NA,26,NA,1455,2,299,NA,252,89,5,55,6514,0,12,79,6518,3,2,1008,221
"6515",6515,"u","black","3","o,ing,u",1,"no",NA,26,NA,1455,3,299,NA,253,89,5,55,6515,0,12,3,6551,35,34,1009,221
"6516",6516,"h","black","3","h,ing,oe",8,"no",NA,26,NA,1456,1,299,NA,254,185,5,56,6516,0,12,23,6537,20,19,1010,222
"6517",6517,"ing","black","3","h,ing,oe",21,"no",NA,26,NA,1456,2,299,NA,255,185,5,56,6517,0,12,79,6526,8,7,1011,222
"6518",6518,"oe","black","3","h,ing,oe",22,"no",NA,26,NA,1456,3,299,NA,256,185,5,56,6518,0,12,83,6624,105,104,1012,222
"6519",6519,"t","black","3","t,l,f",16,"no",NA,26,NA,1457,1,299,NA,257,134,5,57,6519,0,12,59,6525,5,4,1013,223
"6520",6520,"l","black","3","t,l,f",20,"no",NA,26,NA,1457,2,299,NA,258,134,5,57,6520,0,12,73,6532,11,10,1014,223
"6521",6521,"f","black","3","t,l,f",0,"no",NA,26,NA,1457,3,299,NA,259,134,5,57,6521,0,12,2,6556,34,33,1015,223
"6522",6522,"j","black","6","j,g,t,ing,j,ing",11,"no",NA,26,NA,1458,1,299,NA,260,308,5,58,6522,0,12,37,6527,4,3,1016,224
"6523",6523,"g","black","6","j,g,t,ing,j,ing",6,"no",NA,26,NA,1458,2,299,NA,261,308,5,58,6523,0,12,17,6550,26,25,1017,224
"6524",6524,"t","black","6","j,g,t,ing,j,ing",16,"no",NA,26,NA,1458,3,299,NA,262,308,5,58,6524,0,12,59,6620,95,94,1018,224
"6525",6525,"ing","black","6","j,g,t,ing,j,ing",21,"no",NA,26,NA,1458,4,299,NA,263,308,5,58,6525,0,12,79,6528,2,1,1019,224
"6526",6526,"j","black","6","j,g,t,ing,j,ing",11,"no",NA,26,NA,1458,5,299,NA,264,308,5,58,6526,0,12,37,6558,31,30,1020,224
"6527",6527,"ing","red","6","j,g,t,ing,j,ing",21,"no",13,26,NA,1458,6,299,1,265,308,5,58,6527,0,12,79,6629,101,100,1021,224
